order_id,order_date,ship_date,Revenue,Profit,Profit_Margin
ORDER_008007,6/28/2012,4/7/2012,51.4,49.93,97%
ORDER_008008,6/28/2012,2/7/2012,11.8,11.21,95%
ORDER_008009,6/28/2012,2/7/2012,6,5.64,94%
ORDER_008010,6/28/2012,2/7/2012,4,3.7,93%
ORDER_008011,6/28/2012,3/7/2012,47.8,47.65,100%
ORDER_008012,6/29/2012,3/7/2012,6056,5871.16,97%
ORDER_008013,6/29/2012,2/7/2012,3226.8,3084.39,96%
ORDER_008014,6/29/2012,4/7/2012,3257.7,3128.2,96%
ORDER_008015,6/29/2012,6/7/2012,2644.83,2584.39,98%
ORDER_008016,6/29/2012,4/7/2012,5382.8,5325.83,99%
ORDER_008017,6/29/2012,3/7/2012,2675.9,2621.75,98%
ORDER_008018,6/29/2012,5/7/2012,3775.9,3722.01,99%
ORDER_008019,6/29/2012,3/7/2012,526,472.27,90%
ORDER_008020,6/29/2012,4/7/2012,1679.9,1634.87,97%
ORDER_008021,6/29/2012,6/7/2012,1859.65,1816.76,98%
ORDER_008022,6/29/2012,2/7/2012,354,314.43,89%
ORDER_008023,6/29/2012,4/7/2012,1735.75,1696.38,98%
ORDER_008024,6/29/2012,1/7/2012,450,411.51,91%
ORDER_008025,6/29/2012,6/7/2012,1458,1420.63,97%
ORDER_008026,6/29/2012,4/7/2012,703.4,669.9,95%
ORDER_008027,6/29/2012,2/7/2012,117.9,86.96,74%
ORDER_008028,6/29/2012,3/7/2012,648,621.83,96%
ORDER_008029,6/29/2012,2/7/2012,303,283.1,93%
ORDER_008030,6/29/2012,4/7/2012,687.9,668.38,97%
ORDER_008031,6/29/2012,3/7/2012,1465,1445.54,99%
ORDER_008032,6/29/2012,3/7/2012,472,453.38,96%
ORDER_008033,6/29/2012,1/7/2012,441,422.4,96%
ORDER_008034,6/29/2012,2/7/2012,600,582.75,97%
ORDER_008035,6/29/2012,3/7/2012,540,524.06,97%
ORDER_008036,6/29/2012,6/7/2012,969.75,954.22,98%
ORDER_008037,6/29/2012,3/7/2012,198,185.53,94%
ORDER_008038,6/29/2012,6/7/2012,84.73,72.43,85%
ORDER_008039,6/29/2012,4/7/2012,222,209.92,95%
ORDER_008040,6/29/2012,2/7/2012,180,168.67,94%
ORDER_008041,6/29/2012,4/7/2012,458.9,448.46,98%
ORDER_008042,6/29/2012,3/7/2012,180,171.22,95%
ORDER_008043,6/29/2012,1/7/2012,158,150.23,95%
ORDER_008044,6/29/2012,4/7/2012,330,322.54,98%
ORDER_008045,6/29/2012,6/30/2012,64,56.68,89%
ORDER_008046,6/29/2012,1/7/2012,123,116.23,94%
ORDER_008047,6/29/2012,6/7/2012,154,147.79,96%
ORDER_008048,6/29/2012,6/7/2012,224.85,219.14,97%
ORDER_008049,6/29/2012,2/7/2012,112,106.88,95%
ORDER_008050,6/29/2012,6/30/2012,16,11.03,69%
ORDER_008051,6/29/2012,6/29/2012,32.6,27.67,85%
ORDER_008052,6/29/2012,4/7/2012,211.8,207.24,98%
ORDER_008053,6/29/2012,5/7/2012,339.8,335.5,99%
ORDER_008054,6/29/2012,6/7/2012,202,197.97,98%
ORDER_008055,6/29/2012,2/7/2012,39.6,35.61,90%
ORDER_008056,6/29/2012,4/7/2012,146.8,142.83,97%
ORDER_008057,6/29/2012,5/7/2012,223.8,220.01,98%
ORDER_008058,6/29/2012,4/7/2012,391.9,388.32,99%
ORDER_008059,6/29/2012,4/7/2012,319.9,316.81,99%
ORDER_008060,6/29/2012,6/7/2012,69,66.57,96%
ORDER_008061,6/29/2012,3/7/2012,12,10.11,84%
ORDER_008062,6/29/2012,4/7/2012,100,98.12,98%
ORDER_008063,6/29/2012,3/7/2012,10.4,8.77,84%
ORDER_008064,6/29/2012,3/7/2012,13,11.59,89%
ORDER_008065,6/29/2012,4/7/2012,47.9,46.78,98%
ORDER_008066,6/29/2012,3/7/2012,26,24.92,96%
ORDER_008067,6/29/2012,5/7/2012,19.8,18.86,95%
ORDER_008068,6/29/2012,3/7/2012,17,16.08,95%
ORDER_008069,6/29/2012,6/7/2012,19.55,18.98,97%
ORDER_008070,6/29/2012,6/7/2012,8.55,8.11,95%
ORDER_008071,6/29/2012,6/7/2012,4.55,4.13,91%
ORDER_008072,6/29/2012,4/7/2012,2.5,2.32,93%
ORDER_008073,6/30/2012,6/7/2012,3689.9,3508.41,95%
ORDER_008074,6/30/2012,6/30/2012,2609.8,2545.77,98%
ORDER_008075,6/30/2012,4/7/2012,680,647.4,95%
ORDER_008076,6/30/2012,6/7/2012,282,258.38,92%
ORDER_008077,6/30/2012,4/7/2012,722.6,703.89,97%
ORDER_008078,6/30/2012,6/7/2012,1994.9,1978.15,99%
ORDER_008079,6/30/2012,2/7/2012,1129.9,1117.01,99%
ORDER_008080,6/30/2012,4/7/2012,378,365.58,97%
ORDER_008081,6/30/2012,5/7/2012,504,497.64,99%
ORDER_008082,6/30/2012,4/7/2012,273,267.32,98%
ORDER_008083,6/30/2012,4/7/2012,90,85.78,95%
ORDER_008084,6/30/2012,4/7/2012,105,102.29,97%
ORDER_008085,6/30/2012,4/7/2012,48,46.25,96%
ORDER_008086,6/30/2012,6/7/2012,12.9,11.37,88%
ORDER_008087,7/13/2012,7/15/2012,17378.9,16901.75,97%
ORDER_008088,7/13/2012,7/16/2012,4980,4647.04,93%
ORDER_008089,7/13/2012,7/17/2012,2420.9,2297.82,95%
ORDER_008090,7/13/2012,7/17/2012,1514,1412.65,93%
ORDER_008091,7/13/2012,7/17/2012,2447.85,2362.49,97%
ORDER_008092,7/13/2012,7/13/2012,1209.9,1151.38,95%
ORDER_008093,7/13/2012,7/16/2012,2256,2217.64,98%
ORDER_008094,7/13/2012,7/18/2012,2428,2392.23,99%
ORDER_008095,7/13/2012,7/17/2012,421.6,391.35,93%
ORDER_008096,7/13/2012,7/15/2012,1896,1875.9,99%
ORDER_008097,7/13/2012,7/15/2012,395.5,381.76,97%
ORDER_008098,7/13/2012,7/15/2012,701.5,689.78,98%
ORDER_008099,7/13/2012,7/17/2012,107.9,98.26,91%
ORDER_008100,7/13/2012,7/19/2012,122,112.83,92%
ORDER_008101,7/13/2012,7/15/2012,251.2,242.93,97%
ORDER_008102,7/13/2012,7/13/2012,91.9,83.96,91%
ORDER_008103,7/13/2012,7/15/2012,295,289.09,98%
ORDER_008104,7/13/2012,7/15/2012,108,102.95,95%
ORDER_008105,7/13/2012,7/15/2012,234,229.36,98%
ORDER_008106,7/13/2012,7/15/2012,23.8,20.33,85%
ORDER_008107,7/13/2012,7/13/2012,40,37.12,93%
ORDER_008108,7/13/2012,7/15/2012,48,45.21,94%
ORDER_008109,7/13/2012,7/15/2012,138,135.37,98%
ORDER_008110,7/13/2012,7/16/2012,66,63.87,97%
ORDER_008111,7/13/2012,7/15/2012,20,18.37,92%
ORDER_008112,7/13/2012,7/15/2012,35.5,33.98,96%
ORDER_008113,7/13/2012,7/15/2012,564,562.67,100%
ORDER_008114,7/13/2012,7/16/2012,7.55,7.17,95%
ORDER_008115,7/13/2012,7/18/2012,11.6,11.26,97%
ORDER_008116,7/13/2012,7/17/2012,2.3,2.04,89%
ORDER_008117,7/14/2012,7/18/2012,3031.9,2946.84,97%
ORDER_008118,7/14/2012,7/16/2012,425.9,372.16,87%
ORDER_008119,7/14/2012,7/18/2012,3040,2995.1,99%
ORDER_008120,7/14/2012,7/15/2012,1790,1746.6,98%
ORDER_008121,7/14/2012,7/16/2012,1464,1421.48,97%
ORDER_008122,7/14/2012,7/16/2012,763.4,734.03,96%
ORDER_008123,7/14/2012,7/19/2012,818.8,791.66,97%
ORDER_008124,7/14/2012,7/15/2012,55,41.42,75%
ORDER_008125,7/14/2012,7/20/2012,524.53,513.87,98%
ORDER_008126,7/14/2012,7/19/2012,767.3,758.71,99%
ORDER_008127,7/14/2012,7/16/2012,96,88.13,92%
ORDER_008128,7/14/2012,7/18/2012,267,262.68,98%
ORDER_008129,7/14/2012,7/19/2012,883.8,880.08,100%
ORDER_008130,7/14/2012,7/18/2012,82,79.43,97%
ORDER_008131,7/14/2012,7/19/2012,71.8,69.97,97%
ORDER_008132,7/14/2012,7/19/2012,65.5,64.2,98%
ORDER_008133,7/14/2012,7/16/2012,5.4,4.38,81%
ORDER_008134,7/14/2012,7/18/2012,9,8.32,92%
ORDER_008135,7/14/2012,7/19/2012,14.5,13.9,96%
ORDER_008136,7/14/2012,7/19/2012,4.5,4.14,92%
ORDER_008137,7/15/2012,7/20/2012,53.9,51.76,96%
ORDER_008138,7/16/2012,7/16/2012,8093.8,7678.11,95%
ORDER_008139,7/16/2012,7/19/2012,6000,5858.96,98%
ORDER_008140,7/16/2012,7/16/2012,2099.8,1965.43,94%
ORDER_008141,7/16/2012,7/19/2012,1457.9,1342.78,92%
ORDER_008142,7/16/2012,7/20/2012,4571.6,4509.19,99%
ORDER_008143,7/16/2012,7/22/2012,2196,2146.21,98%
ORDER_008144,7/16/2012,7/22/2012,1722,1677.04,97%
ORDER_008145,7/16/2012,7/18/2012,190.3,152.53,80%
ORDER_008146,7/16/2012,7/19/2012,560.85,535.15,95%
ORDER_008147,7/16/2012,7/20/2012,151,125.77,83%
ORDER_008148,7/16/2012,7/22/2012,729,705.57,97%
ORDER_008149,7/16/2012,7/20/2012,1233,1211.46,98%
ORDER_008150,7/16/2012,7/20/2012,532,511.14,96%
ORDER_008151,7/16/2012,7/19/2012,510,492.28,97%
ORDER_008152,7/16/2012,7/22/2012,612,599.68,98%
ORDER_008153,7/16/2012,7/18/2012,192,186.33,97%
ORDER_008154,7/16/2012,7/21/2012,27.9,24.97,89%
ORDER_008155,7/16/2012,7/20/2012,161.75,158.95,98%
ORDER_008156,7/16/2012,7/20/2012,59.6,56.82,95%
ORDER_008157,7/16/2012,7/18/2012,41.9,39.27,94%
ORDER_008158,7/16/2012,7/21/2012,34.4,31.84,93%
ORDER_008159,7/16/2012,7/21/2012,33.4,31.07,93%
ORDER_008160,7/16/2012,7/20/2012,48,45.72,95%
ORDER_008161,7/16/2012,7/19/2012,32,29.98,94%
ORDER_008162,7/16/2012,7/18/2012,11.3,9.5,84%
ORDER_008163,7/16/2012,7/19/2012,243,241.36,99%
ORDER_008164,7/16/2012,7/20/2012,26.9,25.33,94%
ORDER_008165,7/16/2012,7/20/2012,39.6,38.47,97%
ORDER_008166,7/16/2012,7/21/2012,18.4,17.34,94%
ORDER_008167,7/17/2012,7/19/2012,21626.85,20927.3,97%
ORDER_008168,7/17/2012,7/19/2012,3053.9,2881.21,94%
ORDER_008169,7/17/2012,7/18/2012,821.83,768.29,93%
ORDER_008170,7/17/2012,7/20/2012,596.6,554.21,93%
ORDER_008171,7/17/2012,7/19/2012,2110,2070.64,98%
ORDER_008172,7/17/2012,7/21/2012,586,558.04,95%
ORDER_008173,7/17/2012,7/19/2012,2132.9,2106.69,99%
ORDER_008174,7/17/2012,7/20/2012,1159.8,1138.73,98%
ORDER_008175,7/17/2012,7/19/2012,389.85,374.26,96%
ORDER_008176,7/17/2012,7/19/2012,218,205.79,94%
ORDER_008177,7/17/2012,7/20/2012,155.6,148.47,95%
ORDER_008178,7/17/2012,7/21/2012,109,102.47,94%
ORDER_008179,7/17/2012,7/21/2012,240,234.97,98%
ORDER_008180,7/17/2012,7/22/2012,195.9,192.45,98%
ORDER_008181,7/17/2012,7/21/2012,50,46.98,94%
ORDER_008182,7/17/2012,7/23/2012,26.4,24.11,91%
ORDER_008183,7/17/2012,7/24/2012,55.8,53.89,97%
ORDER_008184,7/17/2012,7/18/2012,39.53,38.15,97%
ORDER_008185,7/17/2012,7/20/2012,15,13.95,93%
ORDER_008186,7/17/2012,7/24/2012,17.8,16.99,95%
ORDER_008187,7/17/2012,7/19/2012,11,10.55,96%
ORDER_008188,7/17/2012,7/23/2012,4.4,3.97,90%
ORDER_008189,7/18/2012,7/19/2012,14903.9,14564.84,98%
ORDER_008190,7/18/2012,7/19/2012,847.7,761.08,90%
ORDER_008191,7/18/2012,7/22/2012,2080,2011.37,97%
ORDER_008192,7/18/2012,7/19/2012,1279.9,1214.5,95%
ORDER_008193,7/18/2012,7/24/2012,2093.9,2062.76,99%
ORDER_008194,7/18/2012,7/24/2012,1649.9,1620.94,98%
ORDER_008195,7/18/2012,7/24/2012,846,820.91,97%
ORDER_008196,7/18/2012,7/22/2012,320,296.86,93%
ORDER_008197,7/18/2012,7/21/2012,162,138.94,86%
ORDER_008198,7/18/2012,7/24/2012,1649.9,1628.49,99%
ORDER_008199,7/18/2012,7/20/2012,136,115.81,85%
ORDER_008200,7/18/2012,7/24/2012,480,462.98,96%
ORDER_008201,7/18/2012,7/22/2012,207.6,192.12,93%
ORDER_008202,7/18/2012,7/23/2012,845.6,833.25,99%
ORDER_008203,7/18/2012,7/18/2012,176,169.15,96%
ORDER_008204,7/18/2012,7/20/2012,325.998,319.948,98%
ORDER_008205,7/18/2012,7/19/2012,163.9,159.27,97%
ORDER_008206,7/18/2012,7/22/2012,719.6,715.17,99%
ORDER_008207,7/18/2012,7/24/2012,294,289.88,99%
ORDER_008208,7/18/2012,7/18/2012,54,50.22,93%
ORDER_008209,7/18/2012,7/24/2012,67.9,65.82,97%
ORDER_008210,7/18/2012,7/23/2012,77.53,75.54,97%
ORDER_008211,7/18/2012,7/20/2012,7,6,86%
ORDER_008212,7/18/2012,7/21/2012,12,11.03,92%
ORDER_008213,7/18/2012,7/22/2012,31,30.3,98%
ORDER_008214,7/18/2012,7/20/2012,5.8,5.65,97%
ORDER_008215,7/18/2012,7/22/2012,3.6,3.46,96%
ORDER_008216,7/19/2012,7/21/2012,1109.9,1066.72,96%
ORDER_008217,7/19/2012,7/24/2012,1458,1422.04,98%
ORDER_008218,7/19/2012,7/25/2012,3268.6,3247.7,99%
ORDER_008219,7/19/2012,7/21/2012,204,189.02,93%
ORDER_008220,7/19/2012,7/19/2012,161.9,152.82,94%
ORDER_008221,7/19/2012,7/26/2012,392,384.81,98%
ORDER_008222,7/19/2012,7/19/2012,110.9,104.37,94%
ORDER_008223,7/19/2012,7/23/2012,146.6,143.8,98%
ORDER_008224,7/19/2012,7/26/2012,102,99.99,98%
ORDER_008225,7/19/2012,7/25/2012,136,134.09,99%
ORDER_008226,7/19/2012,7/20/2012,1.3,1.05,81%
ORDER_008227,7/20/2012,7/22/2012,3485,3331.01,96%
ORDER_008228,7/20/2012,7/27/2012,4564.7,4489.15,98%
ORDER_008229,7/20/2012,7/24/2012,2939.9,2879.42,98%
ORDER_008230,7/20/2012,7/25/2012,4155,4094.83,99%
ORDER_008231,7/20/2012,7/26/2012,2679.85,2623.35,98%
ORDER_008232,7/20/2012,7/27/2012,1539.7,1488.85,97%
ORDER_008233,7/20/2012,7/25/2012,459,413.6,90%
ORDER_008234,7/20/2012,7/27/2012,307.8,280.82,91%
ORDER_008235,7/20/2012,7/26/2012,2039.85,2015.12,99%
ORDER_008236,7/20/2012,7/26/2012,1272,1247.62,98%
ORDER_008237,7/20/2012,7/21/2012,110,87.74,80%
ORDER_008238,7/20/2012,7/24/2012,1295,1278.83,99%
ORDER_008239,7/20/2012,7/24/2012,1396.6,1381.17,99%
ORDER_008240,7/20/2012,7/25/2012,196,184.15,94%
ORDER_008241,7/20/2012,7/24/2012,709.5,699.2,99%
ORDER_008242,7/20/2012,7/25/2012,749,741.59,99%
ORDER_008243,7/20/2012,7/26/2012,246,239.33,97%
ORDER_008244,7/20/2012,7/24/2012,581.9,575.81,99%
ORDER_008245,7/20/2012,7/22/2012,150,144.69,96%
ORDER_008246,7/20/2012,7/25/2012,88.8,84.61,95%
ORDER_008247,7/20/2012,7/21/2012,54,49.91,92%
ORDER_008248,7/20/2012,7/25/2012,35,31.32,89%
ORDER_008249,7/20/2012,7/24/2012,43.9,40.81,93%
ORDER_008250,7/20/2012,7/25/2012,50,46.93,94%
ORDER_008251,7/20/2012,7/26/2012,33,30.3,92%
ORDER_008252,7/20/2012,7/25/2012,383.8,382.07,100%
ORDER_008253,7/20/2012,7/25/2012,705,703.89,100%
ORDER_008254,7/20/2012,7/24/2012,20,18.92,95%
ORDER_008255,7/20/2012,7/25/2012,130,128.92,99%
ORDER_008256,7/20/2012,7/27/2012,14.2,13.8,97%
ORDER_008257,7/21/2012,7/25/2012,1691.598,1662.208,98%
ORDER_008258,7/21/2012,7/25/2012,1123.398,1094.118,97%
ORDER_008259,7/21/2012,7/25/2012,871.6,846.53,97%
ORDER_008260,7/21/2012,7/24/2012,856,841.53,98%
ORDER_008261,7/21/2012,7/25/2012,176,163.3,93%
ORDER_008262,7/21/2012,7/25/2012,579.4,571.37,99%
ORDER_008263,7/21/2012,7/25/2012,49,43.84,89%
ORDER_008264,7/21/2012,7/25/2012,113.4,109.28,96%
ORDER_008265,7/21/2012,7/21/2012,307.5,303.4,99%
ORDER_008266,7/21/2012,7/26/2012,57,53.47,94%
ORDER_008267,7/21/2012,7/25/2012,59.3,56.76,96%
ORDER_008268,7/21/2012,7/25/2012,170.6,168.22,99%
ORDER_008269,7/21/2012,7/26/2012,19,17.55,92%
ORDER_008270,7/21/2012,7/25/2012,17,15.71,92%
ORDER_008271,7/21/2012,7/21/2012,59.5,58.28,98%
ORDER_008272,7/21/2012,7/25/2012,13.6,12.78,94%
ORDER_008273,7/21/2012,7/26/2012,15.83,15.32,97%
ORDER_008274,7/21/2012,7/25/2012,7.3,7,96%
ORDER_008275,7/21/2012,7/25/2012,7.3,7.02,96%
ORDER_008276,7/21/2012,7/25/2012,9.4,9.17,98%
ORDER_008277,7/23/2012,7/28/2012,14719.9,14343.32,97%
ORDER_008278,7/23/2012,7/26/2012,4724,4564.73,97%
ORDER_008279,7/23/2012,7/27/2012,6415,6327.16,99%
ORDER_008280,7/23/2012,7/25/2012,1610,1531.17,95%
ORDER_008281,7/23/2012,7/27/2012,2284,2212.04,97%
ORDER_008282,7/23/2012,7/30/2012,2059.6,2004.9,97%
ORDER_008283,7/23/2012,7/30/2012,391,342.71,88%
ORDER_008284,7/23/2012,7/26/2012,1277.6,1248.24,98%
ORDER_008285,7/23/2012,7/26/2012,122,102.67,84%
ORDER_008286,7/23/2012,7/30/2012,186,171.52,92%
ORDER_008287,7/23/2012,7/27/2012,387,375.74,97%
ORDER_008288,7/23/2012,7/27/2012,339,331.99,98%
ORDER_008289,7/23/2012,7/27/2012,207,201.3,97%
ORDER_008290,7/23/2012,7/30/2012,293.6,288.16,98%
ORDER_008291,7/23/2012,7/26/2012,68,63.24,93%
ORDER_008292,7/23/2012,7/26/2012,10,8.34,83%
ORDER_008293,7/23/2012,7/30/2012,20,18.51,93%
ORDER_008294,7/23/2012,7/26/2012,32.8,32.13,98%
ORDER_008295,7/24/2012,7/26/2012,6209.83,6107.37,98%
ORDER_008296,7/24/2012,7/27/2012,2485,2419.41,97%
ORDER_008297,7/24/2012,7/24/2012,543.5,503.45,93%
ORDER_008298,7/24/2012,7/28/2012,3920,3886.56,99%
ORDER_008299,7/24/2012,7/26/2012,435.53,402.24,92%
ORDER_008300,7/24/2012,7/28/2012,6425.9,6396.85,100%
ORDER_008301,7/24/2012,7/30/2012,1796,1771.63,99%
ORDER_008302,7/24/2012,7/30/2012,693.998,671.478,97%
ORDER_008303,7/24/2012,7/26/2012,500.83,478.44,96%
ORDER_008304,7/24/2012,7/28/2012,476,454.87,96%
ORDER_008305,7/24/2012,7/31/2012,500.9,482.98,96%
ORDER_008306,7/24/2012,7/24/2012,362.5,346.04,95%
ORDER_008307,7/24/2012,7/28/2012,936,922.74,99%
ORDER_008308,7/24/2012,7/28/2012,540,527.02,98%
ORDER_008309,7/24/2012,7/26/2012,165.73,153.1,92%
ORDER_008310,7/24/2012,7/26/2012,41,28.68,70%
ORDER_008311,7/24/2012,7/26/2012,103.53,92.55,89%
ORDER_008312,7/24/2012,7/31/2012,389.9,379.3,97%
ORDER_008313,7/24/2012,7/28/2012,1215,1205.4,99%
ORDER_008314,7/24/2012,7/28/2012,192,183.8,96%
ORDER_008315,7/24/2012,7/29/2012,155.8,149.32,96%
ORDER_008316,7/24/2012,7/28/2012,383.9,377.7,98%
ORDER_008317,7/24/2012,7/30/2012,1350,1344,100%
ORDER_008318,7/24/2012,7/28/2012,60,56.24,94%
ORDER_008319,7/24/2012,7/31/2012,150,147.25,98%
ORDER_008320,7/24/2012,7/31/2012,66,63.38,96%
ORDER_008321,7/24/2012,7/31/2012,95.9,93.8,98%
ORDER_008322,7/24/2012,7/28/2012,63,60.94,97%
ORDER_008323,7/24/2012,7/26/2012,2.4,1.3,54%
ORDER_008324,7/24/2012,7/26/2012,4.6,3.56,77%
ORDER_008325,7/24/2012,7/28/2012,42,41.21,98%
ORDER_008326,7/24/2012,7/29/2012,2.5,2.11,84%
ORDER_008327,7/25/2012,7/27/2012,3525,3335.12,95%
ORDER_008328,7/25/2012,7/27/2012,1123.8,958.38,85%
ORDER_008329,7/25/2012,7/31/2012,8655,8587.76,99%
ORDER_008330,7/25/2012,7/30/2012,3119.8,3067.17,98%
ORDER_008331,7/25/2012,7/27/2012,2352,2302.75,98%
ORDER_008332,7/25/2012,7/29/2012,718,695.82,97%
ORDER_008333,7/25/2012,7/29/2012,704,684.56,97%
ORDER_008334,7/25/2012,7/30/2012,1322.5,1306.97,99%
ORDER_008335,7/25/2012,7/29/2012,318,305.13,96%
ORDER_008336,7/25/2012,7/29/2012,1458,1445.98,99%
ORDER_008337,7/25/2012,7/30/2012,819.5,807.6,99%
ORDER_008338,7/25/2012,7/27/2012,210,203.05,97%
ORDER_008339,7/25/2012,7/29/2012,524,518.43,99%
ORDER_008340,7/25/2012,7/29/2012,834,828.65,99%
ORDER_008341,7/25/2012,7/30/2012,227.5,222.25,98%
ORDER_008342,7/25/2012,7/29/2012,144,139.09,97%
ORDER_008343,7/25/2012,7/29/2012,882,877.43,99%
ORDER_008344,7/25/2012,7/30/2012,1497.9,1493.34,100%
ORDER_008345,7/25/2012,7/30/2012,247.9,244.18,98%
ORDER_008346,7/25/2012,7/30/2012,200.5,197.29,98%
ORDER_008347,7/25/2012,7/30/2012,138,134.89,98%
ORDER_008348,7/25/2012,7/29/2012,455,452.15,99%
ORDER_008349,7/25/2012,7/30/2012,73.5,71.11,97%
ORDER_008350,7/25/2012,7/27/2012,26,23.89,92%
ORDER_008351,7/25/2012,7/27/2012,18,15.91,88%
ORDER_008352,7/25/2012,7/29/2012,99,96.99,98%
ORDER_008353,7/25/2012,7/29/2012,99.3,97.33,98%
ORDER_008354,7/25/2012,7/30/2012,59.9,58.21,97%
ORDER_008355,7/25/2012,7/29/2012,31,29.57,95%
ORDER_008356,7/25/2012,7/29/2012,28,26.65,95%
ORDER_008357,7/25/2012,7/30/2012,27.5,26.26,95%
ORDER_008358,7/25/2012,7/30/2012,65.5,64.49,98%
ORDER_008359,7/25/2012,7/29/2012,33,32,97%
ORDER_008360,7/26/2012,7/26/2012,1859.65,1729.94,93%
ORDER_008361,7/26/2012,7/31/2012,5382,5320.11,99%
ORDER_008362,7/26/2012,7/28/2012,1178.5,1124.16,95%
ORDER_008363,7/26/2012,7/30/2012,1778.998,1750.428,98%
ORDER_008364,7/26/2012,7/31/2012,797.8,772.44,97%
ORDER_008365,7/26/2012,2/8/2012,336,314.41,94%
ORDER_008366,7/26/2012,7/31/2012,900,886.27,98%
ORDER_008367,7/26/2012,7/26/2012,145.75,135.13,93%
ORDER_008368,7/26/2012,7/31/2012,161,150.48,93%
ORDER_008369,7/26/2012,7/30/2012,378,371.31,98%
ORDER_008370,7/26/2012,7/26/2012,86.55,81.5,94%
ORDER_008371,7/26/2012,7/26/2012,1169.75,1164.79,100%
ORDER_008372,7/26/2012,7/31/2012,495,490.1,99%
ORDER_008373,7/26/2012,1/8/2012,175.6,171.86,98%
ORDER_008374,7/26/2012,7/31/2012,88,85.44,97%
ORDER_008375,7/26/2012,7/26/2012,19.8,17.56,89%
ORDER_008376,7/26/2012,1/8/2012,169.6,167.41,99%
ORDER_008377,7/26/2012,7/30/2012,186,183.88,99%
ORDER_008378,7/26/2012,7/31/2012,137.8,136.23,99%
ORDER_008379,7/26/2012,7/30/2012,158.7,158.12,100%
ORDER_008380,7/26/2012,7/31/2012,26.8,26.3,98%
ORDER_008381,7/27/2012,7/31/2012,7660,7502.59,98%
ORDER_008382,7/27/2012,7/31/2012,752.998,699.698,93%
ORDER_008383,7/27/2012,1/8/2012,4571.998,4535.508,99%
ORDER_008384,7/27/2012,1/8/2012,683.8,659.83,96%
ORDER_008385,7/27/2012,7/31/2012,852,828.91,97%
ORDER_008386,7/27/2012,2/8/2012,509.9,491.74,96%
ORDER_008387,7/27/2012,2/8/2012,503.9,487.35,97%
ORDER_008388,7/27/2012,2/8/2012,174,165.77,95%
ORDER_008389,7/27/2012,7/31/2012,162,154.75,96%
ORDER_008390,7/27/2012,1/8/2012,66,59.74,91%
ORDER_008391,7/27/2012,1/8/2012,244,239.3,98%
ORDER_008392,7/27/2012,1/8/2012,195,190.5,98%
ORDER_008393,7/27/2012,1/8/2012,854,849.71,99%
ORDER_008394,7/27/2012,1/8/2012,82,78.14,95%
ORDER_008395,7/27/2012,1/8/2012,180,176.47,98%
ORDER_008396,7/27/2012,2/8/2012,90,88.1,98%
ORDER_008397,7/27/2012,1/8/2012,132,130.22,99%
ORDER_008398,7/27/2012,1/8/2012,24,22.25,93%
ORDER_008399,7/27/2012,7/31/2012,9.4,8.97,95%
ORDER_008400,7/27/2012,7/31/2012,6.4,6.23,97%
ORDER_008401,7/28/2012,7/30/2012,765,727.82,95%
ORDER_008402,7/28/2012,2/8/2012,414,387.52,94%
ORDER_008403,7/28/2012,7/28/2012,575.4,552.37,96%
ORDER_008404,7/28/2012,2/8/2012,460,447.95,97%
ORDER_008405,7/28/2012,1/8/2012,165,156.31,95%
ORDER_008406,7/28/2012,7/28/2012,187.4,179.14,96%
ORDER_008407,7/28/2012,1/8/2012,947.9,940.11,99%
ORDER_008408,7/28/2012,2/8/2012,95.9,91.6,96%
ORDER_008409,7/28/2012,2/8/2012,132,129.35,98%
ORDER_008410,7/28/2012,1/8/2012,160,158.09,99%
ORDER_008411,7/28/2012,2/8/2012,42,40.66,97%
ORDER_008412,7/29/2012,2/8/2012,102,99.32,97%
ORDER_008413,7/29/2012,2/8/2012,9,8.44,94%
ORDER_008414,7/30/2012,7/31/2012,1470,1392.89,95%
ORDER_008415,7/30/2012,1/8/2012,392,329.18,84%
ORDER_008416,7/30/2012,3/8/2012,7079.9,7021.22,99%
ORDER_008417,7/30/2012,4/8/2012,483.9,442.13,91%
ORDER_008418,7/30/2012,3/8/2012,761.9,724.46,95%
ORDER_008419,7/30/2012,2/8/2012,221.4,184.47,83%
ORDER_008420,7/30/2012,1/8/2012,486,452.91,93%
ORDER_008421,7/30/2012,4/8/2012,2009.9,1977.52,98%
ORDER_008422,7/30/2012,3/8/2012,921,894.34,97%
ORDER_008423,7/30/2012,5/8/2012,560.5,539.87,96%
ORDER_008424,7/30/2012,4/8/2012,475.9,457.4,96%
ORDER_008425,7/30/2012,3/8/2012,1399.9,1382.32,99%
ORDER_008426,7/30/2012,1/8/2012,234,217.74,93%
ORDER_008427,7/30/2012,5/8/2012,470.4,454.61,97%
ORDER_008428,7/30/2012,3/8/2012,1414,1401.82,99%
ORDER_008429,7/30/2012,3/8/2012,235.5,224.3,95%
ORDER_008430,7/30/2012,3/8/2012,854,844.79,99%
ORDER_008431,7/30/2012,5/8/2012,527.5,518.54,98%
ORDER_008432,7/30/2012,1/8/2012,391.5,382.71,98%
ORDER_008433,7/30/2012,3/8/2012,441,433.18,98%
ORDER_008434,7/30/2012,3/8/2012,247.8,240.61,97%
ORDER_008435,7/30/2012,3/8/2012,44,37.69,86%
ORDER_008436,7/30/2012,5/8/2012,200.5,195.24,97%
